name,domain,rank,style,subtype,attr,skill,defense,min,cost,expertises,expertises_mode,tags,flavor,target_label,target_html,effect_label,effect_html,surge1_n,surge1_html,surge2_n,surge2_html,rider_title,rider_html,rider_meta
Uncertain Geometry,mental,1,Magecraft,Chaos,Resolve,Magecraft,,2,1,"Fabrication, Augmentation",any,"terrain, mobility, support",,Target,Two adjacent empty spaces within 3 units.,Effect,"Unopposed. Until your next turn, create illusory steps in the spaces: willing creatures ignore difficult terrain there, and enemies treat them as difficult terrain. The steps do not support weight over gaps.",1,Add a third connected empty space.,2,One willing creature in the area gains +1 Fortitude until the start of your next turn.,Chaos Thread,"Gain a Chaos Thread. Before rolling a later Magecraft card, consume it: change its Damage type to Fire, Cold, Lightning, Acid, Force or Arcane. Conditions do not change.",THREAD LIMIT: 3
Furnace of the Divided Sun,mental,2,Magecraft,Fire,Intellect,Magecraft,Fortitude,3,2,"Channeling, Sculpting",any,"damage, area, control",,Target,Enemies in a sphere of radius 1 centered within 6 units.,Effect,"On success, each target takes 1 Fire Damage. Independently, the center space is brightly lit until the start of your next turn.",1,Exclude up to two chosen creatures.,2,"Deal +1 Fire Damage to one hit target, or give one hit target Burning.",Fire Thread,"Gain a Fire Thread. Before rolling a later Magecraft card, consume it: one target that already took Damage since its last turn takes +1 Damage from that card if hit.",THREAD LIMIT: 3
Glacial Arrest,mental,2,Magecraft,Water,Resolve,Magecraft,Fortitude,3,2,"Transmutation, Reinforcement",any,"damage, control, protection",,Target,One enemy within 5 units.,Effect,"On success, deal 1 Cold Damage and make it Slowed 2 until the start of your next turn. Independently, reduce your next incoming Fire Damage by 1 until the start of your next turn.",1,One willing ally within 2 units gains the same Fire protection.,2,"On a hit, the target must burn 1 die before voluntarily moving until the start of your next turn.",Water Thread,"Gain a Water Thread. Before rolling a later Magecraft card, consume it: suppress one ordinary Movement penalty on yourself or one willing target of that card until the start of your next turn.",THREAD LIMIT: 3
Citadel in Miniature,mental,2,Magecraft,Earth,Intellect,Magecraft,,3,2,"Fabrication, Reinforcement",any,"terrain, protection, support",,Target,A connected line of up to 3 empty spaces within 4 units.,Effect,"Unopposed. Concentration: form a temporary waist-high wall, granting +1 cover across it. Each space has 2 Wounds and 0 Resilience. It lasts up to 3 rounds; creatures can cross a space as difficult terrain.",1,"One space may provide full cover, but then blocks movement until destroyed.",2,Up to two willing creatures beside the wall reduce their next incoming Damage by 1 until the start of your next turn.,Earth Thread,"Gain an Earth Thread. Before rolling a later Magecraft card, consume it: yourself or one willing target of that card reduces its next incoming Damage by 1 before the start of your next turn.",THREAD LIMIT: 3
Edict of the Four Winds,mental,2,Magecraft,Air,Acuity,Magecraft,Fortitude,3,2,"Sculpting, Channeling",any,"area, control, support",,Target,Up to three creatures in a cone of length 4.,Effect,"On success, push each enemy 2 units. Willing targets instead move up to 2 units in a chosen direction without opposition.",1,Increase one target's movement by 1 unit.,2,One hit enemy takes 1 Force Damage; willing targets gain +1 Fortitude until the start of your next turn instead.,Air Thread,"Gain an Air Thread. Before rolling a later Magecraft card, consume it: you may move 1 unit immediately before or after that card, without triggering movement Reactions.",THREAD LIMIT: 3
The Unbroken Second,mental,2,Magecraft,Time,Resolve,Magecraft,,3,2,"Reinforcement, Augmentation",any,"suppression, protection, support",,Target,Self or one willing ally within 5 units.,Effect,Unopposed. Suppress the numerical penalties of one non-Critical Wound Condition until the start of your next turn. The target reduces its next incoming Damage by 1 during that time. This does not postpone Wounds or incapacitation.,1,Extend the suppression through the end of your next turn.,2,Also suppress one ordinary penalty to the target's next Success Die until the start of your next turn.,Time Thread,"Gain a Time Thread. Before rolling a later Magecraft card, consume it: one non-damaging benefit of that card ending at the start of your next turn instead ends at the end of that turn.",THREAD LIMIT: 3
Singularity Knot,mental,2,Magecraft,Space,Intellect,Magecraft,Fortitude,3,2,"Sculpting, Transmutation",any,"damage, area, control",,Target,Enemies in a sphere of radius 1 centered within 5 units.,Effect,"On success, pull each target 1 unit toward the center and deal 1 Force Damage. Independently, the center becomes difficult terrain until the start of your next turn.",1,Pull each hit target 1 additional unit.,2,One hit target is knocked Prone if its movement ends adjacent to another creature or obstacle.,Space Thread,"Gain a Space Thread. Before rolling a later Magecraft card, consume it: choose a visible empty space within 2 units as its origin. Measure its Range and area from that space.",THREAD LIMIT: 3
Corridor of Impossible Nearness,mental,2,Magecraft,Space,Intellect,Magecraft,,3,2,"Fabrication, Augmentation",any,"terrain, mobility, support",,Target,Two visible empty supported spaces within 5 units of you and 3 units of each other.,Effect,Unopposed. Concentration: connect the spaces for up to 3 rounds. A willing creature can spend 1 Movement to travel between them if a clear path exists; this is not an extra Action and cannot cross solid walls.,1,Endpoints may be 4 units apart.,2,One willing creature using the connection before your next turn gains +1 Fortitude until the start of your next turn.,Space Thread,"Gain a Space Thread. Before rolling a later Magecraft card, consume it: choose a visible empty space within 2 units as its origin. Measure its Range and area from that space.",THREAD LIMIT: 3
Judgment Through the Prism,mental,2,Magecraft,Light,Acuity,Magecraft,Harmony,3,2,"Channeling, Disjunction",any,"damage, information, debuff",,Target,One detected enemy within 6 units.,Effect,"On success, deal 2 Radiant Damage and suppress its ordinary concealment until the start of your next turn.",1,Learn whether an ordinary illusion is altering the target's visible outline.,2,"On a hit, end one ordinary magical concealment benefit on it.",Light Thread,"Gain a Light Thread. Before rolling a later Magecraft card, consume it: ignore ordinary concealment penalties against its detected targets. This does not detect a hidden creature or bypass solid cover.",THREAD LIMIT: 3
Palace of Diminished Sight,mental,2,Magecraft,Shadow,Intellect,Magecraft,Composure,3,2,"Fabrication, Channeling",any,"terrain, area, debuff",,Target,Enemies in a sphere of radius 1 centered within 5 units.,Effect,"On success, each target is Distracted until the start of your next turn. Independently, three chosen spaces in the area provide concealment until the start of your next turn.",1,Reposition one chosen shadow space to an adjacent empty space.,2,One hit target takes 1 Arcane Damage.,Shadow Thread,"Gain a Shadow Thread. Before rolling a later Magecraft card, consume it: after resolving, choose two adjacent spaces within 3 units; they provide concealment until the start of your next turn.",THREAD LIMIT: 3
Aegis of the Unwoven,mental,2,Magecraft,Aether,Resolve,Magecraft,,3,2,"Reinforcement, Disjunction",any,"protection, suppression, support",,Target,Self and up to two willing allies within 3 units.,Effect,Unopposed. Each target reduces its next incoming magical Damage by 1 until the start of your next turn; suppress one ordinary magical Success Die penalty on each for the same duration.,1,Also resist each target's next 1 unit of magical forced movement until the start of your next turn.,2,One target reduces that incoming Damage by 1 more.,Aether Thread,"Gain an Aether Thread. Before rolling a later Magecraft card, consume it: increase its Success Die by 1, to a maximum of 10. This does not generate Surges.",THREAD LIMIT: 3
Transposition of Contraries,mental,2,Magecraft,Chaos,Intellect,Magecraft,Fortitude,3,2,"Transmutation, Augmentation",any,"control, mobility, area, support",,Target,Two creatures within 5 units and 2 units of each other.,Effect,"Compare against each unwilling target. Swap their spaces only if both consent or are hit and each fits. Each hit enemy also becomes Slowed 1 until the start of your next turn, even if the swap fails.",1,Targets may be 3 units apart.,2,One willing swapped creature gains +1 Fortitude until the start of your next turn and may move 1 unit.,Chaos Thread,"Gain a Chaos Thread. Before rolling a later Magecraft card, consume it: change its Damage type to Fire, Cold, Lightning, Acid, Force or Arcane. Conditions do not change.",THREAD LIMIT: 3
Emberglass Armature,mental,2,Magecraft,Fire,Resolve,Magecraft,,3,2,"Augmentation, Fabrication",any,"protection, support, control",,Target,Self or one willing ally within 4 units.,Effect,"Unopposed. The target reduces its next incoming Damage by 1 until the start of your next turn. Its next successful attack before your next turn may push one damaged enemy 1 unit, as heated plates flare.",1,The push may be sideways instead.,2,Also reduce the target's next incoming Fire Damage by 1 until the start of your next turn.,Fire Thread,"Gain a Fire Thread. Before rolling a later Magecraft card, consume it: one target that already took Damage since its last turn takes +1 Damage from that card if hit.",THREAD LIMIT: 3
Directed Impulse,mental,0,Psionics,Assault,Resolve,Psionics,Fortitude,2,,,any,"damage, control, mobility",,Target,One enemy within 4 units.,Effect,"On success, deal 1 Force Damage.",2,Deal +1 Force Damage.,1,"On a hit, push the target 1 unit.",Strain - Assault,"If you accepted Strain for this card and hit, move 1 unit toward or away from the target after resolving.",STRAIN LIMIT: 6
The Mind Refuses,mental,0,Psionics,Barrier,Resolve,Psionics,,2,,,any,"protection, support",,Target,Self.,Effect,Unopposed. Reduce the next incoming Damage you take by 1 until the start of your next turn.,1,Gain +1 Composure against the next attack targeting you until the start of your next turn.,2,Extend the Damage protection to one willing ally within 2 units.,Strain - Barrier,"If you accepted Strain for this card, the first creature to push or pull you before your next turn moves you 1 fewer unit.",STRAIN LIMIT: 6
Peripheral Self,mental,0,Psionics,Projection,Acuity,Psionics,,2,,,any,"information, utility",,Target,One visible point within 4 units.,Effect,"Unopposed. Until your next turn, perceive ordinary sights and sounds from the point, without seeing through solid barriers. Your body remains aware and in place.",1,Increase range by 2 units.,2,Learn the occupied space of one ordinarily concealed creature within 1 unit of the point.,Strain - Projection,"If you accepted Strain, you may move the viewpoint up to 2 units when you next move before your next turn; it must stay within 4 units of you.",STRAIN LIMIT: 6
A Thought Out of Step,mental,0,Psionics,Fracture,Intellect,Psionics,Composure,2,,,any,"debuff, control, information",,Target,One detected enemy within 4 units.,Effect,"On success, the target is Distracted until the start of your next turn.",1,"On a hit, it is also Slowed 1 until the start of your next turn.",2,Deal 1 Psychic Damage on a hit.,Strain - Fracture,"If you accepted Strain and hit, learn which of the target's Fortitude and Composure is lower.",STRAIN LIMIT: 6
Still Water Within,mental,0,Psionics,Trance,Resolve,Psionics,,2,,,any,"setup, protection, suppression",,Target,Self.,Effect,Unopposed. Do not accept Strain on this card. Remove 1 Strain and gain +1 Composure against the next psychic attack before your next turn.,1,Move 1 unit.,2,Suppress one ordinary distraction penalty until the start of your next turn.,Strain - Trance,"Enter Still Water Trance until the end of your next turn: if you accept no Strain during an entire turn, you may burn 1 Action Die at its end to remove 1 Strain.",STRAIN LIMIT: 6
Shared Bearings,mental,0,Psionics,Barrier,Acuity,Psionics,,2,,,any,"protection, support, information",,Target,Self or one willing ally within 3 units.,Effect,Unopposed. The target gains +1 Fortitude against the next ranged attack targeting it and resists its next 1 unit of forced movement until the start of your next turn.,1,The target may move 1 unit.,2,The target also gains +1 Composure against sensory deception until the start of your next turn.,Strain - Barrier,"If you accepted Strain, you know the location of the protected creature through ordinary concealment until your next turn, but not through solid barriers.",STRAIN LIMIT: 6
Kinetic Puncture,mental,1,Psionics,Assault,Resolve,Psionics,Fortitude,2,1,"Telekinesis, Clairvoyance",any,"damage, information, setup",,Target,One detected enemy within 5 units.,Effect,"On success, deal 1 Force Damage; ignore 1 point of cover bonus if you can detect the target's occupied space.",2,Deal +1 Force Damage.,1,Learn whether the target's cover is solid or only visual.,Strain - Assault,"If you accepted Strain and hit, the target cannot provide cover for another creature against your next Psionics Action until the start of your next turn.",STRAIN LIMIT: 6
Intrusive Chorus,mental,1,Psionics,Assault,Intellect,Psionics,Composure,2,1,"Telepathy, Imprint",any,"damage, area, information",,Target,Up to two enemies within 4 units and 2 units of each other.,Effect,"On success, each is Distracted until the start of your next turn; choose one hit target to take 1 Psychic Damage.",1,"Each hit target's next spoken combat coordination is perceptible to you, without reading private thoughts, until the start of your next turn.",2,Deal 1 Psychic Damage to the second hit target.,Strain - Assault,"If you accepted Strain, mark one hit target: you detect its space through ordinary concealment until the start of your next turn, but not through solid walls.",STRAIN LIMIT: 6
Nociceptive Spike,mental,1,Psionics,Assault,Resolve,Psionics,Fortitude,2,1,"Biokinesis, Mesmerism",any,"damage, debuff, suppression",,Target,One living enemy within 4 units.,Effect,"On success, deal 1 Psychic Damage and make the target Slowed 1 until the start of your next turn.",1,Increase the Slow by 1.,2,"On a hit, the target suffers -1 on its next Success Die until the start of your next turn.",Strain - Assault,"If you accepted Strain and hit, suppress one ordinary pain penalty on yourself until your next turn. This does not suppress a Wound Condition.",STRAIN LIMIT: 6
Anticipatory Shell,mental,1,Psionics,Barrier,Acuity,Psionics,,2,1,"Precognition, Telekinesis",any,"protection, support, debuff",,Target,Self or one willing ally within 4 units.,Effect,Unopposed. The target gains +1 Fortitude against the next attack targeting it and reduces its next incoming forced movement by 2 units until the start of your next turn.,1,Move the target 1 unit along a clear path.,2,The target reduces its next incoming Damage by 1 until the start of your next turn.,Strain - Barrier,"If you accepted Strain, choose the first visible attacker to miss the protected creature before your next turn; impose -1 on its next Success Die before your next turn.",STRAIN LIMIT: 6
Partitioned Distress,mental,1,Psionics,Barrier,Resolve,Psionics,,2,1,"Biokinesis, Telepathy",any,"suppression, protection, support",,Target,Self or one willing ally within 3 units.,Effect,Unopposed. Suppress one Light Wound Condition's numerical penalties until the start of your next turn. The target also gains +1 Composure against pain during that time.,1,Extend suppression through the end of your next turn.,2,Also suppress one ordinary Poison penalty for the same duration.,Strain - Barrier,"If you accepted Strain, the target may move 1 unit when it next suffers Damage before your next turn, after the Damage resolves.",STRAIN LIMIT: 6
Mnemonic Shelter,mental,1,Psionics,Barrier,Intellect,Psionics,,2,1,"Imprint, Clairvoyance",any,"protection, information, suppression",,Target,Self or one willing ally within 4 units.,Effect,Unopposed. The target reduces its next incoming Psychic or Arcane Damage by 2 until the start of your next turn; it knows the direction of that effect's source after resolution.,1,Extend the protection to Radiant or Necrotic Damage as well.,2,Also suppress one ordinary sensory impairment on the target until the start of your next turn.,Strain - Barrier,"If you accepted Strain, leave a mental landmark in the target's space: you ignore ordinary concealment when targeting that space with Psionics until the start of your next turn.",STRAIN LIMIT: 6
Remote Pressure Point,mental,1,Psionics,Projection,Intellect,Psionics,Fortitude,2,1,"Telekinesis, Imprint",any,"damage, control, terrain",,Target,One enemy within 5 units.,Effect,"On success, deal 1 Force Damage and push it 1 unit.",1,Choose any horizontal direction for the push.,2,"On a hit, the target's space becomes difficult terrain until the start of your next turn.",Strain - Projection,"If you accepted Strain, keep a pressure point in the target's original space until the start of your next turn; the first enemy voluntarily entering it is Slowed 1 until your next turn.",STRAIN LIMIT: 6
Witness Without Footsteps,mental,1,Psionics,Projection,Acuity,Psionics,,2,1,"Clairvoyance, Precognition",any,"information, protection, setup",,Target,One visible point within 6 units.,Effect,"Unopposed. Until your next turn, perceive from that point and learn when a detected creature within 2 units begins an Action or movement. This grants no extra Reaction.",1,Increase the viewpoint's sensing radius by 1 unit.,2,Gain +1 to the targeted Defense against the next attack originating in that radius until the start of your next turn.,Strain - Projection,"If you accepted Strain, your next Psionics Reaction triggered by a creature in the watched area ignores ordinary concealment before your next turn.",STRAIN LIMIT: 6
"One Mind, Two Horizons",mental,1,Psionics,Projection,Intellect,Psionics,,2,1,"Telepathy, Mesmerism",any,"support, protection, mobility",,Target,"Self and one willing ally within 4 units, or self alone.",Effect,Unopposed. Share simple combat warnings until the start of your next turn. Each target ignores the next ordinary distraction penalty affecting a Combat Card during that time.,1,"One target may move 1 unit toward the other; alone, you may move 1 unit.",2,Each target gains +1 Composure until the start of your next turn.,Strain - Projection,"If you accepted Strain, the first time a linked target is missed before your next turn, it may move 1 unit without triggering that attacker's movement Reactions.",STRAIN LIMIT: 6
Discontinuity of Motion,mental,1,Psionics,Fracture,Intellect,Psionics,Fortitude,2,1,"Biokinesis, Precognition",any,"control, setup, information",,Target,One living enemy within 4 units.,Effect,"On success, the target is Slowed 2 and suffers -1 Fortitude against your next Psionics Action until the start of your next turn.",1,Learn whether the target has more Action or Reaction Dice remaining.,2,"On a hit, it must burn 1 die before its next voluntary movement until the start of your next turn.",Strain - Fracture,"If you accepted Strain and hit, you may move 1 unit after the target next moves before your next turn.",STRAIN LIMIT: 6
The Repeating Error,mental,1,Psionics,Fracture,Intellect,Psionics,Composure,2,1,"Imprint, Mesmerism",any,"damage, debuff, control",,Target,One detected enemy within 5 units.,Effect,"On success, deal 1 Psychic Damage; impose -1 on its next Success Die if it repeats the Combat Card it used most recently until the start of your next turn.",1,The penalty also applies if it selects the same target again.,2,"On a hit, it is Distracted until the start of your next turn.",Strain - Fracture,"If you accepted Strain and the target repeats that card before your next turn, it is Slowed 1 until your next turn after resolving the card.",STRAIN LIMIT: 6
Sever the Attention,mental,1,Psionics,Fracture,Acuity,Psionics,Composure,2,1,"Telepathy, Clairvoyance",any,"debuff, information, setup",,Target,One detected enemy within 5 units.,Effect,"On success, suppress one ordinary accuracy bonus on the target until the start of your next turn, up to 1, and reveal its occupied space to allies for that duration.",1,Learn which Defense the target's last attack contested.,2,"On a hit, deal 1 Psychic Damage.",Strain - Fracture,"If you accepted Strain and hit, the target cannot benefit from ordinary concealment against your next Psionics Action until the start of your next turn.",STRAIN LIMIT: 6
Somatic Quiet,mental,1,Psionics,Trance,Resolve,Psionics,,2,1,"Biokinesis, Imprint",any,"setup, suppression, protection",,Target,Self.,Effect,Unopposed. Do not accept Strain on this card. Remove 1 Strain; suppress one ordinary pain or Poison penalty until the start of your next turn.,1,Extend suppression through the end of your next turn.,2,Suppress one Light physical Wound Condition's numerical penalties until the start of your next turn.,Strain - Trance,Enter Somatic Trance until the end of your next turn: ignore 1 point of the Composure penalty caused by your current Strain. The Strain remains and other penalties still apply.,STRAIN LIMIT: 6
The Interval Before Choice,mental,1,Psionics,Trance,Acuity,Psionics,,2,1,"Precognition, Clairvoyance",any,"protection, information, setup",,Target,Self.,Effect,Unopposed. Choose a detected enemy within 5 units. Gain +1 to the Defense targeted by its next attack against you until the start of your next turn; learn its remaining Reaction Dice.,1,Move 1 unit toward a space with a clear view of it.,2,Gain the defensive benefit against a second detected enemy within 5 units.,Strain - Trance,"Enter Interval Trance until the end of your next turn: the first time the chosen enemy misses you during the Trance, you may remove 1 Strain, provided you accepted none on this card.",STRAIN LIMIT: 6
The Weightless Argument,mental,1,Psionics,Trance,Resolve,Psionics,,2,1,"Telekinesis, Mesmerism",any,"mobility, protection, setup",,Target,Self.,Effect,"Unopposed. Move up to 2 units, ignoring the first difficult space. Reduce your next incoming forced movement by 2 units until the start of your next turn.",1,Increase movement by 1 unit.,2,Gain +1 Composure against hostile influence until the start of your next turn.,Strain - Trance,"Enter Weightless Trance until the end of your next turn: if you accepted Strain on this card, you may stand from Prone on your turn without burning a die; otherwise your next leap may cross a 1-unit gap.",STRAIN LIMIT: 6
Cathedral of Pressure,mental,2,Psionics,Assault,Resolve,Psionics,Fortitude,3,2,"Telekinesis, Imprint",any,"damage, area, control",,Target,Enemies in a sphere of radius 1 centered within 5 units.,Effect,"On success, each takes 1 Force Damage and is pushed 1 unit away from the center.",1,The center remains difficult terrain until the start of your next turn.,2,Deal +1 Force Damage to one hit target.,Strain - Assault,"If you accepted Strain, leave a pressure imprint in one empty area space until the start of your next turn; its first enemy entrant is pushed 1 unit away after entry.",STRAIN LIMIT: 6
A Pain Without a Wound,mental,2,Psionics,Assault,Intellect,Psionics,Composure,3,2,"Telepathy, Biokinesis",any,"damage, debuff, protection",,Target,One living enemy within 5 units.,Effect,"On success, deal 2 Psychic Damage. The target suffers -1 Composure against your next Psionics Action until the start of your next turn.",1,"On a hit, the target is Slowed 1 until the start of your next turn.",2,"On a hit, suppress 1 point of its next ordinary numerical attack bonus until the start of your next turn.",Strain - Assault,"If you accepted Strain and hit, gain +1 Composure against the target until the start of your next turn; no existing injury on either creature changes.",STRAIN LIMIT: 6
Causality Under Protest,mental,2,Psionics,Barrier,Acuity,Psionics,,3,2,"Precognition, Telekinesis",any,"protection, support, mobility",,Target,Self and one willing ally within 3 units.,Effect,Unopposed. Each target reduces its next incoming Damage by 1 and gains +1 Fortitude against the next attack targeting it until the start of your next turn.,1,Each may move 1 unit toward cover.,2,One protected target reduces that Damage by 1 more.,Strain - Barrier,"If you accepted Strain, the first protected target to be missed before your next turn may move 1 unit without triggering movement Reactions.",STRAIN LIMIT: 6
Cognitive Quarantine,mental,2,Psionics,Barrier,Resolve,Psionics,,3,2,"Telepathy, Mesmerism",any,"protection, suppression, support",,Target,Self or one willing ally within 4 units.,Effect,Unopposed. Suppress one ordinary hostile mental Condition until the start of your next turn; reduce its next incoming Psychic or Arcane Damage by 1 during that time.,1,Gain +1 Composure on the target until the start of your next turn.,2,Suppress one non-Critical mental Wound Condition's numerical penalties for the same duration.,Strain - Barrier,"If you accepted Strain, the target cannot receive a second copy of the suppressed ordinary Condition from the same source before your next turn; different effects still apply.",STRAIN LIMIT: 6
Architecture of a Second Self,mental,2,Psionics,Projection,Intellect,Psionics,,3,2,"Imprint, Clairvoyance",any,"information, setup, mobility",,Target,One visible empty space within 5 units.,Effect,"Unopposed. Create an intangible viewpoint until the start of your next turn. Perceive from it and use it as the origin of your next Psionics Action, measuring range from it. It cannot cross solid barriers.",1,Move the viewpoint up to 2 units before that next Action.,2,Ignore ordinary concealment against detected targets within 2 units of the viewpoint.,Strain - Projection,"If you accepted Strain, when the viewpoint expires you may move 2 units toward its last location without triggering movement Reactions.",STRAIN LIMIT: 6
The Shared Horizon,mental,2,Psionics,Projection,Acuity,Psionics,,3,2,"Telepathy, Precognition",any,"support, protection, suppression",,Target,Self and up to two willing allies within 4 units.,Effect,"Unopposed. Until your next turn, each target ignores its next ordinary sensory penalty and gains +1 Defense against the next attack targeting it from a detected enemy.",1,Each ally may move 1 unit toward you.,2,Extend the sensory suppression through the end of your next turn.,Strain - Projection,"If you accepted Strain, the first linked creature damaged before your next turn may move 1 unit after the Damage; this can be you.",STRAIN LIMIT: 6
Consent of Inert Matter,mental,2,Psionics,Projection,Resolve,Psionics,Fortitude,3,2,"Telekinesis, Clairvoyance",any,"damage, control, utility",,Target,One enemy or unattended object within 5 units.,Effect,"On success, move the enemy 2 units horizontally along a clear path and deal 1 Force Damage. An unattended light object instead moves 3 units without opposition.",1,Increase movement by 1 unit.,2,"On a hit, suppress the target's ordinary benefit from the cover it just left until the start of your next turn.",Strain - Projection,"If you accepted Strain, leave a kinetic brace in the destination until the start of your next turn: its occupant resists the next 2 units of forced movement; you may choose not to brace an enemy.",STRAIN LIMIT: 6
Motor Pattern Collapse,mental,2,Psionics,Fracture,Intellect,Psionics,Fortitude,3,2,"Biokinesis, Imprint",any,"damage, control, debuff",,Target,One living enemy within 5 units.,Effect,"On success, deal 1 Psychic Damage and make it Slowed 2 until the start of your next turn.",1,"On a hit, impose -1 on its next Success Die until the start of your next turn.",2,Knock the target Prone on a hit.,Strain - Fracture,"If you accepted Strain and hit, the target must burn 1 die before standing from Prone or ending an ordinary restraint before your next turn; this is an added cost, not a canceled Action.",STRAIN LIMIT: 6
The Unreliable Present,mental,2,Psionics,Fracture,Intellect,Psionics,Composure,3,2,"Mesmerism, Precognition",any,"area, debuff, information",,Target,Up to two detected enemies within 5 units and 2 units of each other.,Effect,"On success, each is Distracted and suffers -1 Composure until the start of your next turn.",1,Each hit target also has -1 on its next ranged Success Die until the start of your next turn.,2,Deal 1 Psychic Damage to one hit target.,Strain - Fracture,"If you accepted Strain, choose one hit target: when it next changes targets between Actions before your next turn, you may move 1 unit and learn its remaining Reaction Dice.",STRAIN LIMIT: 6
A Name for the Silence,mental,2,Psionics,Trance,Resolve,Psionics,,3,2,"Telepathy, Biokinesis",any,"setup, suppression, support",,Target,Self or one willing ally within 3 units.,Effect,Unopposed. Do not accept Strain on this card. Remove 2 Strain from yourself and suppress one ordinary mental or pain Condition on the target until the start of your next turn.,1,Extend suppression through the end of your next turn.,2,Suppress one Light Wound Condition's numerical penalties on the target until the start of your next turn.,Strain - Trance,"Enter Silence Trance until the end of your next turn: you cannot accept Strain, but gain +1 Composure. End the Trance voluntarily only at the start of your turn.",STRAIN LIMIT: 6
The Room Behind the Eyes,mental,2,Psionics,Trance,Acuity,Psionics,,3,1,"Clairvoyance, Imprint",any,"information, protection, setup",,Target,Self.,Effect,"Unopposed. Until your next turn, detect moving creatures within 3 units through ordinary concealment and gain +1 Composure against sensory effects.",1,Increase detection radius by 1 unit.,2,Mark one detected enemy; ordinary concealment cannot hide its occupied space from you until the start of your next turn.,Strain - Trance,Enter Inner Room Trance until the end of your next turn: the first Psionics card you use against a marked enemy may ignore 1 point of cover bonus; using this benefit ends the Trance.,STRAIN LIMIT: 6
Vector Without Resistance,mental,2,Psionics,Assault,Resolve,Psionics,Fortitude,3,2,"Telekinesis, Mesmerism",any,"damage, control, mobility",,Target,One enemy within 5 units.,Effect,"On success, deal 2 Force Damage and suppress its ordinary concealment against your next Psionics Action until the start of your next turn.",1,"On a hit, move the target 1 unit sideways.",2,"On a hit, the target cannot make movement Reactions until the start of your next turn.",Strain - Assault,"If you accepted Strain and hit, you may move 1 unit to mirror the target's new position after its next voluntary movement before your next turn.",STRAIN LIMIT: 6
