name,domain,rank,style,subtype,attr,skill,defense,min,cost,expertises,expertises_mode,tags,flavor,target_label,target_html,effect_label,effect_html,surge1_n,surge1_html,surge2_n,surge2_html,rider_title,rider_html,rider_meta
The Hermit's Hidden Flame,spiritual,1,Ritualism,Imbuement,Anima,Ritualism,,2,1,"Entreaty, Liturgy",any,"suppression, support, mobility",,Target,Self or one willing ally within 3 units.,Effect,Unopposed. Suppress one Light Wound Condition's numerical penalties until the start of your next turn; the target gains +1 Harmony against pain-based effects during that time.,1,Extend suppression through the end of your next turn.,2,Also suppress one ordinary fear or distraction penalty until the start of your next turn.,Rite - Imbuement,"Rite, 2 Echoes: bind the target. Trigger: it suffers Damage while a Wound penalty is suppressed. Echo: it may move 1 unit afterward. Damage and Wounds still apply.",ECHO LIMIT: 2; RITE LIMIT: 3
The Offered Shadow,spiritual,1,Ritualism,Offering,Anima,Ritualism,Harmony,2,1,"Entreaty, Severance",any,"damage, debuff, protection",,Target,One enemy within 5 units.,Effect,"Burn 1 additional Action Die. On success, deal 2 Necrotic Damage; your Harmony is reduced by 1 until the start of your next turn, even on a miss.",1,"On a hit, suppress its ordinary concealment until the start of your next turn.",2,"On a hit, the target is Slowed 2 until the start of your next turn.",Rite - Offering,"Rite, 2 Echoes: on a hit, the target becomes Possessed. Trigger: it attacks your Harmony. Echo: grant +1 Harmony against that attack before rolling.",ECHO LIMIT: 2; RITE LIMIT: 3
The Candle Spent at Both Ends,spiritual,1,Ritualism,Offering,Anima,Ritualism,,2,1,"Reagents, Consecration",any,"protection, support, suppression",,Target,"Self and one willing ally within 3 units, or self alone.",Effect,Unopposed. Burn 1 additional Action Die. Each target reduces its next incoming Damage by 1 until the start of your next turn and gains +1 Harmony against the next attack targeting it in that time.,1,One target may move 1 unit.,2,Each target resists its next 2 units of forced movement until the start of your next turn.,Rite - Offering,"Rite, 2 Echoes: bind one target. Trigger: it finishes a turn without changing spaces. Echo: suppress one ordinary Success Die penalty on its next card before your next turn.",ECHO LIMIT: 2; RITE LIMIT: 3
The Debt Written in Ash,spiritual,1,Ritualism,Offering,Adaptability,Ritualism,Harmony,2,1,"Sympathy, Inscription",any,"debuff, damage, protection",,Target,One enemy within 4 units.,Effect,"Burn 1 additional Action Die. On success, impose -1 Fortitude and -1 Composure until the start of your next turn.",1,Move 1 unit away after resolving.,2,Deal 1 Necrotic Damage on a hit.,Rite - Offering,"Rite, 2 Echoes: on a hit, the target becomes Possessed. Trigger: it deals Damage to you with an Action. Echo: its next attack before your next turn suffers -1 on its Success Die.",ECHO LIMIT: 2; RITE LIMIT: 3
The Empress's Sheltering Hand,spiritual,2,Ritualism,Ward,Anima,Ritualism,,3,2,"Consecration, Sympathy",any,"protection, support, terrain",,Target,Self and up to two willing allies within 3 units.,Effect,Unopposed. Each target reduces its next incoming Damage by 1 and gains +1 Harmony against the next attack targeting it until the start of your next turn.,1,Each ally may move 1 unit toward you.,2,One target reduces that Damage by 1 more.,Rite - Ward,"Rite, 2 Echoes: anchor a visible point within 3 units. Trigger: a willing creature within 1 unit would be pushed or pulled. Echo: reduce that movement by 2 units.",ECHO LIMIT: 2; RITE LIMIT: 3
The Tower Without a Door,spiritual,2,Ritualism,Ward,Adaptability,Ritualism,,3,2,"Inscription, Reagents",any,"terrain, protection, control",,Target,A sphere of radius 1 centered within 3 units.,Effect,"Unopposed. Until your next turn, willing creatures in the area gain +1 Fortitude against ranged attacks; the center space is difficult terrain for enemies.",1,Extend difficult terrain to an adjacent empty space.,2,One willing creature in the area suppresses one ordinary Poison penalty until the start of your next turn.,Rite - Ward,"Rite, 2 Echoes: anchor the center. Trigger: an enemy voluntarily enters the center space. Echo: push it 1 unit away after entry and make it Slowed 1 until your next turn.",ECHO LIMIT: 2; RITE LIMIT: 3
The Bell That Ends the Curse,spiritual,2,Ritualism,Ward,Anima,Ritualism,,3,2,"Severance, Liturgy",any,"suppression, protection, support",,Target,Self or one willing ally within 4 units.,Effect,Unopposed. Suppress one ordinary magical Condition and one non-Critical Wound Condition's numerical penalties until the start of your next turn. No injury or Specialty Condition is removed.,1,Extend only the Wound suppression through the end of your next turn.,2,The target reduces its next incoming magical Damage by 1 until the start of your next turn.,Rite - Ward,"Rite, 2 Echoes: bind the target. Trigger: the source of the suppressed ordinary Condition targets it with an Action. Echo: grant +1 to the targeted Defense against that Action.",ECHO LIMIT: 2; RITE LIMIT: 3
The Devil's Interrupted Bargain,spiritual,2,Ritualism,Hex,Anima,Ritualism,Harmony,3,2,"Entreaty, Severance",any,"damage, debuff",,Target,One enemy within 5 units.,Effect,"On success, deal 2 Necrotic Damage and suppress 1 point of its ordinary magical Defense bonuses until the start of your next turn.",1,"On a hit, suppress 1 point of ordinary magical Movement bonus as well.",2,End the selected ordinary Defense bonus rather than suppress it.,Rite - Hex,"Rite, 2 Echoes: on a hit, the target becomes Possessed. Trigger: it receives an ordinary magical defensive benefit. Echo: it becomes Distracted until your next turn.",ECHO LIMIT: 2; RITE LIMIT: 3
The Ten of Burdens,spiritual,2,Ritualism,Hex,Adaptability,Ritualism,Harmony,3,2,"Sympathy, Reagents",any,"damage, area, control",,Target,Up to two enemies within 5 units and 2 units of each other.,Effect,"On success, each takes 1 Necrotic Damage and becomes Slowed 1 until the start of your next turn.",1,Increase the Slow on one target to 2.,2,Each hit target suffers -1 Composure against the next attack targeting it until the start of your next turn.,Rite - Hex,"Rite, 2 Echoes: on a hit, choose one target to become Possessed. Trigger: it voluntarily ends movement adjacent to another enemy. Echo: both are Distracted until your next turn.",ECHO LIMIT: 2; RITE LIMIT: 3
The Justice of Unspoken Names,spiritual,2,Ritualism,Hex,Anima,Ritualism,Harmony,3,2,"Inscription, Liturgy",any,"damage, debuff, information",,Target,One enemy within 6 units.,Effect,"On success, deal 1 Necrotic Damage and impose -2 on its next Success Die until the start of your next turn.",1,Learn its lowest Defense.,2,Deal +1 Necrotic Damage.,Rite - Hex,"Rite, 2 Echoes: on a hit, the target becomes Possessed. Trigger: it targets a creature other than the one it targeted on its previous Action. Echo: deal 1 Necrotic Damage after that Action.",ECHO LIMIT: 2; RITE LIMIT: 3
The High Priestess Counts the Steps,spiritual,2,Ritualism,Divination,Adaptability,Ritualism,Harmony,3,2,"Sympathy, Entreaty",any,"information, setup, support",,Target,Up to two detected enemies within 6 units.,Effect,"On success, learn each target's lowest Defense and remaining Reaction Dice, and reveal its occupied space through ordinary concealment until the start of your next turn.",1,One hit target suffers -1 Harmony against the next attack targeting it until the start of your next turn.,2,One willing ally within 3 units gains +1 Defense against each hit target's next attack until the start of your next turn.,Rite - Divination,"Rite, 2 Echoes: bind one hit target. Trigger: it declares an Action with 3 or more rolled dice. Echo: yourself or a willing ally within 3 units may move 2 units before its roll.",ECHO LIMIT: 2; RITE LIMIT: 3
The Star Seen Through Stone,spiritual,2,Ritualism,Divination,Adaptability,Ritualism,,3,1,"Consecration, Inscription",any,"information, terrain, protection",,Target,One visible point within 5 units.,Effect,"Unopposed. Until your next turn, detect moving creatures within 2 units of the point through ordinary concealment, but not through solid walls. Reveal their spaces to willing allies within 3 units of you.",1,Increase the detection radius by 1 unit.,2,One detected enemy loses its ordinary concealment benefit against the next attack targeting it until the start of your next turn.,Rite - Divination,"Rite, 2 Echoes: anchor the point. Trigger: a detected enemy begins an Action within 2 units. Echo: yourself or a willing ally within 3 units gains +1 Defense against that Action.",ECHO LIMIT: 2; RITE LIMIT: 3
The Chariot Carries the Fallen,spiritual,2,Ritualism,Imbuement,Anima,Ritualism,,3,2,"Liturgy, Reagents",any,"suppression, support, mobility",,Target,Self or one willing ally within 4 units.,Effect,Unopposed. Suppress one non-Critical physical Wound Condition's numerical penalties until the start of your next turn; the target may stand from Prone and move 2 units.,1,Increase movement by 1 unit.,2,The target reduces its next incoming Damage by 1 until the start of your next turn.,Rite - Imbuement,"Rite, 2 Echoes: bind the target. Trigger: it begins voluntary movement while a Wound penalty is suppressed. Echo: ignore the first difficult space and resist 1 unit of forced movement during that movement.",ECHO LIMIT: 2; RITE LIMIT: 3
The Strength Behind the Seal,spiritual,2,Ritualism,Imbuement,Anima,Ritualism,,3,2,"Inscription, Consecration",any,"protection, support, control",,Target,Self or one willing ally within 5 units.,Effect,Unopposed. The target gains +1 Fortitude against the next attack targeting it and reduces its next incoming Damage by 1 until the start of your next turn. Its next successful attack may push one hit enemy 1 unit during that time.,1,Increase that push by 1 unit.,2,The target's next attack ignores 1 point of cover bonus until the start of your next turn.,Rite - Imbuement,"Rite, 2 Echoes: bind the target. Trigger: it pushes or pulls an enemy with a Combat Card. Echo: grant +1 Harmony against the next attack targeting it before your next turn.",ECHO LIMIT: 2; RITE LIMIT: 3
The Hanged Man's Price,spiritual,2,Ritualism,Offering,Anima,Ritualism,Harmony,3,2,"Entreaty, Sympathy",any,"damage, control, setup",,Target,One enemy within 5 units.,Effect,"Burn 1 additional Action Die. On success, deal 2 Necrotic Damage and make the target Slowed 2 until the start of your next turn. Your own Movement is reduced by 1 for that duration.",1,Move the target 1 unit sideways after a hit.,2,Deal +1 Damage if you currently have a Core Wound.,Rite - Offering,"Rite, 2 Echoes: on a hit, the target becomes Possessed. Trigger: it deals Damage to you. Echo: impose -1 Harmony against the next attack targeting it before your next turn; neither side's Damage is undone.",ECHO LIMIT: 2; RITE LIMIT: 3
The World Within the Empty Cup,spiritual,2,Ritualism,Offering,Adaptability,Ritualism,,3,2,"Reagents, Severance",any,"suppression, protection, support",,Target,Self and up to two willing allies within 3 units.,Effect,Unopposed. Burn 1 additional Action Die. Each target suppresses one ordinary magical Condition until the start of your next turn and reduces its next incoming magical Damage by 1 during that time.,1,One target may move 2 units toward you; self moves freely.,2,One target suppresses a Light Wound Condition's numerical penalties until the start of your next turn.,Rite - Offering,"Rite, 2 Echoes: bind one target. Trigger: it resists an ordinary magical Condition with a successful Defense. Echo: reveal its source's occupied space if within 5 units and not behind solid cover.",ECHO LIMIT: 2; RITE LIMIT: 3
"Little Watcher, Lend Your Eyes",spiritual,0,Calling,Familiar,Adaptability,Calling,,2,,,any,"information, utility",,Target,Self; choose a visible point within 3 units.,Effect,"Unopposed. Until your next turn, perceive ordinary sights and sounds from the point. Your body remains in place and aware; solid barriers block perception.",1,Increase range by 2 units.,2,Reveal one ordinarily concealed creature's occupied space within 1 unit of the point.,Full Manifestation - Familiar,"You may burn 3 Action Dice and spend 1 Mana to enter Familiar Full Manifestation (FM-0F). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-0F
"Small Claw, Find the Opening",spiritual,0,Calling,Familiar,Anima,Calling,Fortitude,2,,,any,"damage, mobility",,Target,One enemy within 2 units.,Effect,"On success, deal 1 Slashing Damage.",2,Deal +1 Slashing Damage.,1,"On a hit, move 1 unit around the target.",Full Manifestation - Familiar,"You may burn 3 Action Dice and spend 1 Mana to enter Familiar Full Manifestation (FM-0F). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-0F
"Quiet Companion, Keep Me Steady",spiritual,0,Calling,Familiar,Anima,Calling,,2,,,any,"protection, suppression, support",,Target,Self or one willing ally within 2 units.,Effect,Unopposed. The target gains +1 Composure against the next attack targeting it and suppresses one ordinary distraction penalty on its next Combat Card until the start of your next turn.,1,The target may move 1 unit toward you; self moves freely.,2,The target reduces its next incoming Psychic Damage by 1 until the start of your next turn.,Full Manifestation - Familiar,"You may burn 3 Action Dice and spend 1 Mana to enter Familiar Full Manifestation (FM-0F). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-0F
"Lantern Guest, Turn the Spear",spiritual,0,Calling,Sprite,Presence,Calling,,2,,,any,"protection, support, mobility",,Target,Self or one willing ally within 3 units.,Effect,Unopposed. The target reduces its next incoming Damage by 1 until the start of your next turn.,1,It also resists its next 1 unit of forced movement until the start of your next turn.,2,"After that Damage resolves, the target may move 1 unit.",Full Manifestation - Sprite,"You may burn 3 Action Dice and spend 1 Mana to enter Sprite Full Manifestation (FM-0S). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-0S
"Bright Mote, Sting the Proud",spiritual,0,Calling,Sprite,Presence,Calling,Harmony,2,,,any,"damage, information, debuff",,Target,One enemy within 4 units.,Effect,"On success, deal 1 Radiant Damage and illuminate the target's space until the start of your next turn.",1,Ignore ordinary darkness for this attack.,2,"On a hit, the target is Distracted until the start of your next turn.",Full Manifestation - Sprite,"You may burn 3 Action Dice and spend 1 Mana to enter Sprite Full Manifestation (FM-0S). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-0S
"Windling, Borrow Me a Step",spiritual,0,Calling,Sprite,Adaptability,Calling,,2,,,any,"mobility, support",,Target,Self or one willing ally within 3 units.,Effect,Unopposed. The target moves up to 2 units along a supported path.,1,Increase movement by 1 unit.,2,Ignore ground difficult terrain during this movement.,Full Manifestation - Sprite,"You may burn 3 Action Dice and spend 1 Mana to enter Sprite Full Manifestation (FM-0S). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-0S
"Red Fang, Take the Foremost",spiritual,1,Calling,Beast,Anima,Calling,Fortitude,2,1,"Dominion, Vessel",any,"damage, control",,Target,One enemy within 2 units.,Effect,"On success, deal 1 Piercing Damage and pull it 1 unit toward you.",1,Increase the pull by 1 unit.,2,Deal +1 Piercing Damage.,Full Manifestation - Beast,"You may burn 3 Action Dice and spend 2 Mana to enter Beast Full Manifestation (FM-1B). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-1B
"Long-Strider, Carry the Pursuit",spiritual,1,Calling,Beast,Adaptability,Calling,Fortitude,2,1,"Accord, Transference",any,"damage, mobility, support",,Target,One enemy adjacent after your movement.,Effect,"Move up to 3 units toward a visible enemy. On success, deal 1 Slashing Damage.",1,An adjacent willing ally may move 1 unit toward your destination.,2,"After a hit, move 1 unit without triggering the target's movement Reactions.",Full Manifestation - Beast,"You may burn 3 Action Dice and spend 2 Mana to enter Beast Full Manifestation (FM-1B). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-1B
"Old Bear, Shoulder the Burden",spiritual,1,Calling,Beast,Anima,Calling,,2,1,"Anchoring, Vessel",any,"protection, suppression, support",,Target,Self or one willing ally within 3 units.,Effect,Unopposed. Reduce the target's next incoming Damage by 1 and its next forced movement by 2 units until the start of your next turn.,1,Suppress one Light physical Wound Condition's Movement penalty until the start of your next turn.,2,Self and one willing ally both receive the protection.,Full Manifestation - Beast,"You may burn 3 Action Dice and spend 2 Mana to enter Beast Full Manifestation (FM-1B). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-1B
"Hunting Chorus, Circle Close",spiritual,1,Calling,Beast,Presence,Calling,Composure,2,1,"Chorus, Dominion",any,"area, debuff, control",,Target,Up to two detected enemies within 4 units and 2 units of each other.,Effect,"On success, each is Distracted until the start of your next turn; choose one hit target to move 1 unit away from you.",1,Increase that movement by 1 unit.,2,One hit target takes 1 Psychic Damage.,Full Manifestation - Beast,"You may burn 3 Action Dice and spend 2 Mana to enter Beast Full Manifestation (FM-1B). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-1B
"Hearth-Hound, Drive Out the Intruder",spiritual,1,Calling,Beast,Presence,Calling,Harmony,2,1,"Banishment, Accord",any,"damage, debuff, support",,Target,One enemy within 3 units.,Effect,"On success, deal 1 Radiant Damage and suppress one ordinary magical Movement bonus on it until the start of your next turn, up to 1 unit.",1,A willing ally adjacent to it may move 1 unit away.,2,"After a hit, end the suppressed bonus if the target is a manifestation or temporary magical construct.",Full Manifestation - Beast,"You may burn 3 Action Dice and spend 2 Mana to enter Beast Full Manifestation (FM-1B). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-1B
"Pale Hand, Loosen the Knot",spiritual,1,Calling,Phantom,Adaptability,Calling,Harmony,2,1,"Banishment, Transference",any,"damage, suppression, support",,Target,"One enemy within 4 units maintaining an ordinary restraint, or any enemy in range.",Effect,"On success, deal 1 Necrotic Damage and suppress one ordinary restraint it maintains on you or a willing ally until the start of your next turn.",1,A freed willing creature may move 1 unit.,2,End that restraint rather than suppress it if it is ordinary and magical.,Full Manifestation - Phantom,"You may burn 3 Action Dice and spend 2 Mana to enter Phantom Full Manifestation (FM-1P). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-1P
"Veiled Guest, Hide the Wounded",spiritual,1,Calling,Phantom,Anima,Calling,,2,1,"Vessel, Anchoring",any,"suppression, protection, support",,Target,Self or one willing ally within 3 units.,Effect,Unopposed. The target's space provides concealment until the start of your next turn; suppress one Light Wound Condition's numerical penalties for that duration.,1,The target may move 1 unit with the concealment following it.,2,Reduce its next incoming Necrotic or Psychic Damage by 1 until the start of your next turn.,Full Manifestation - Phantom,"You may burn 3 Action Dice and spend 2 Mana to enter Phantom Full Manifestation (FM-1P). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-1P
"Hollow Footsteps, Walk Beside Me",spiritual,1,Calling,Phantom,Adaptability,Calling,,2,1,"Accord, Transference",any,"mobility, support",,Target,Self or one willing ally within 4 units.,Effect,"Unopposed. The target moves 2 units through ordinary difficult terrain without extra cost. It may pass through one willing creature's space, but not walls.",1,Increase movement by 1 unit.,2,The movement does not trigger movement Reactions from one chosen detected enemy.,Full Manifestation - Phantom,"You may burn 3 Action Dice and spend 2 Mana to enter Phantom Full Manifestation (FM-1P). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-1P
"Mourning Voices, Unsettle the Bold",spiritual,1,Calling,Phantom,Presence,Calling,Composure,2,1,"Chorus, Dominion",any,"damage, area, debuff",,Target,Up to two detected enemies within 4 units and 2 units of each other.,Effect,"On success, each suffers -1 on its next Success Die until the start of your next turn. Choose one hit target to take 1 Psychic Damage.",1,One hit target is Slowed 1 until the start of your next turn.,2,Deal 1 Psychic Damage to the second hit target as well.,Full Manifestation - Phantom,"You may burn 3 Action Dice and spend 2 Mana to enter Phantom Full Manifestation (FM-1P). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-1P
"Cold Witness, Mark the False",spiritual,1,Calling,Phantom,Anima,Calling,Harmony,2,1,"Banishment, Anchoring",any,"damage, information, debuff",,Target,One detected enemy within 5 units.,Effect,"On success, deal 1 Necrotic Damage and reveal its occupied space through ordinary concealment until the start of your next turn.",1,"Learn whether it is sustained by a visible ordinary magical effect, without revealing secret identity or intentions.",2,Suppress 1 point of its ordinary magical Fortitude bonuses until the start of your next turn.,Full Manifestation - Phantom,"You may burn 3 Action Dice and spend 2 Mana to enter Phantom Full Manifestation (FM-1P). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-1P
"Stone Servant, Lend Your Fist",spiritual,1,Calling,Golem,Anima,Calling,Fortitude,2,1,"Vessel, Dominion",any,"damage, control",,Target,One enemy within 2 units.,Effect,"On success, deal 1 Bludgeoning Damage and push it 2 units.",1,Push 1 additional unit.,2,Deal +1 Damage if it ends beside a solid obstacle.,Full Manifestation - Golem,"You may burn 3 Action Dice and spend 2 Mana to enter Golem Full Manifestation (FM-1G). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-1G
"Gate-Keeper, Stand Between",spiritual,1,Calling,Golem,Anima,Calling,,2,1,"Anchoring, Accord",any,"protection, support",,Target,Self or one willing ally within 3 units.,Effect,Unopposed. The target reduces its next incoming Damage by 1 and gains +1 Fortitude against the next ranged attack targeting it until the start of your next turn.,1,It resists its next 1 unit of forced movement until the start of your next turn.,2,Protect a second willing creature adjacent to the first.,Full Manifestation - Golem,"You may burn 3 Action Dice and spend 2 Mana to enter Golem Full Manifestation (FM-1G). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-1G
"Many Hands, Raise the Step",spiritual,1,Calling,Golem,Adaptability,Calling,,2,1,"Chorus, Transference",any,"terrain, mobility, support",,Target,Two adjacent empty spaces within 3 units.,Effect,"Unopposed. Until your next turn, create temporary supported steps that let willing creatures ignore difficult terrain in those spaces. They can bridge only a 1-unit gap and vanish after the duration.",1,Add one connected empty space.,2,One willing creature may move 2 units along the steps immediately.,Full Manifestation - Golem,"You may burn 3 Action Dice and spend 2 Mana to enter Golem Full Manifestation (FM-1G). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-1G
"Iron Porter, Clear the Way",spiritual,1,Calling,Golem,Presence,Calling,Fortitude,2,1,"Dominion, Banishment",any,"control, damage, utility",,Target,One enemy or unattended obstacle within 3 units.,Effect,"On success, push an enemy 2 units and suppress its ordinary benefit from the cover it leaves until the start of your next turn. An unattended light obstacle instead moves 2 units without opposition.",1,Increase movement by 1 unit.,2,"Deal 1 Bludgeoning Damage to a hit enemy, or 2 to an unattended obstacle.",Full Manifestation - Golem,"You may burn 3 Action Dice and spend 2 Mana to enter Golem Full Manifestation (FM-1G). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-1G
"Patient Mason, Bind the Fracture",spiritual,1,Calling,Golem,Anima,Calling,,2,1,"Anchoring, Vessel",any,"suppression, protection, support",,Target,Self or one willing ally within 3 units.,Effect,Unopposed. Suppress one Light physical Wound Condition's numerical penalties until the start of your next turn; the target resists its next 2 units of forced movement for that duration. The Wound remains.,1,Extend suppression through the end of your next turn.,2,Reduce the target's next incoming Damage by 1 until the start of your next turn.,Full Manifestation - Golem,"You may burn 3 Action Dice and spend 2 Mana to enter Golem Full Manifestation (FM-1G). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-1G
"Cinder Regent, Unfurl Your Mantle",spiritual,2,Calling,Elemental,Anima,Calling,Fortitude,3,2,"Dominion, Chorus",any,"damage, area, debuff",,Target,Enemies in a cone of length 4.,Effect,"On success, each target takes 1 Fire Damage.",1,Exclude one creature from the cone.,2,One hit target gains Burning until the start of your next turn.,Full Manifestation - Elemental,"You may burn 3 Action Dice and spend 3 Mana to enter Elemental Full Manifestation (FM-2E). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-2E
"River Sovereign, Carry Us Through",spiritual,2,Calling,Elemental,Adaptability,Calling,,3,2,"Accord, Transference",any,"mobility, support, suppression",,Target,Self and up to two willing allies within 3 units.,Effect,"Unopposed. Each target moves up to 2 units, ignoring ground difficult terrain, and resists its next 1 unit of forced movement until the start of your next turn.",1,Increase one target's movement by 1 unit.,2,Each target suppresses one ordinary Slowed Condition during the movement.,Full Manifestation - Elemental,"You may burn 3 Action Dice and spend 3 Mana to enter Elemental Full Manifestation (FM-2E). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-2E
"Storm Heart, Strike the Unmoored",spiritual,2,Calling,Elemental,Presence,Calling,Fortitude,3,2,"Vessel, Banishment",any,"damage, debuff, control",,Target,One enemy within 5 units.,Effect,"On success, deal 2 Lightning Damage and suppress 1 point of its ordinary magical Movement bonuses until the start of your next turn.",1,"On a hit, push it 1 unit.",2,"After a hit, end the selected Movement bonus if it is ordinary and magical.",Full Manifestation - Elemental,"You may burn 3 Action Dice and spend 3 Mana to enter Elemental Full Manifestation (FM-2E). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-2E
"Winter Foundation, Refuse the Blow",spiritual,2,Calling,Elemental,Anima,Calling,,3,2,"Anchoring, Accord",any,"protection, suppression, support",,Target,Self or one willing ally within 4 units.,Effect,"Unopposed. Reduce the target's next incoming Damage by 2 until the start of your next turn; during that time, it may suppress one ordinary Burning Condition.",1,The target resists its next 1 unit of forced movement until the start of your next turn.,2,An adjacent willing creature also reduces its next incoming Damage by 1 until the start of your next turn.,Full Manifestation - Elemental,"You may burn 3 Action Dice and spend 3 Mana to enter Elemental Full Manifestation (FM-2E). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-2E
"First Guardian, Guide My Hand",spiritual,2,Calling,Ancestor,Presence,Calling,Fortitude,3,2,"Vessel, Accord",any,"damage, support, protection",,Target,One enemy within melee Weapon Range.,Effect,"On success, deal 2 weapon Damage. Yourself or one adjacent willing ally gains +1 Composure against the next attack targeting it until the start of your next turn.",1,The protected creature may move 1 unit toward you; self moves freely.,2,Suppress one ordinary Success Die penalty on that creature's next Combat Card until the start of your next turn.,Full Manifestation - Ancestor,"You may burn 3 Action Dice and spend 3 Mana to enter Ancestor Full Manifestation (FM-2A). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-2A
"Honored Dead, Hold the Line",spiritual,2,Calling,Ancestor,Anima,Calling,,3,2,"Chorus, Anchoring",any,"protection, support, suppression",,Target,Self and up to two willing allies within 3 units.,Effect,Unopposed. Each target reduces its next incoming Damage by 1 and resists its next 2 units of forced movement until the start of your next turn.,1,Each ally may move 1 unit toward you.,2,One protected target suppresses a non-Critical Wound Condition's numerical penalties until the start of your next turn.,Full Manifestation - Ancestor,"You may burn 3 Action Dice and spend 3 Mana to enter Ancestor Full Manifestation (FM-2A). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-2A
"Keeper of Oaths, Judge the Intrusion",spiritual,2,Calling,Ancestor,Presence,Calling,Harmony,3,2,"Dominion, Banishment",any,"damage, debuff, suppression",,Target,One enemy within 5 units.,Effect,"On success, deal 2 Radiant Damage and suppress one ordinary magical Condition that target maintains on yourself or a willing ally until the start of your next turn.",1,"On a hit, the target is Distracted until the start of your next turn.",2,End the suppressed Condition if it is ordinary and magical; Specialty and Wound Conditions remain.,Full Manifestation - Ancestor,"You may burn 3 Action Dice and spend 3 Mana to enter Ancestor Full Manifestation (FM-2A). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-2A
"Many Generations, Share the Watch",spiritual,2,Calling,Ancestor,Adaptability,Calling,,3,1,"Chorus, Transference",any,"information, protection, support",,Target,Self and up to two willing allies within 4 units.,Effect,Unopposed. Each target detects ordinary moving creatures within 2 units through concealment until the start of your next turn; no sight passes through solid barriers. Each gains +1 Composure against sensory effects.,1,"One target may move 2 units toward another protected creature; alone, move freely.",2,Each target ignores one ordinary concealment penalty on its next Combat Card until the start of your next turn.,Full Manifestation - Ancestor,"You may burn 3 Action Dice and spend 3 Mana to enter Ancestor Full Manifestation (FM-2A). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-2A
"Thorn-Crowned Guest, Name the Price",spiritual,2,Calling,Fey,Presence,Calling,Harmony,3,2,"Dominion, Banishment",any,"damage, control, debuff",,Target,One enemy within 5 units.,Effect,"On success, deal 1 Arcane Damage and make it Slowed 2 until the start of your next turn; it may end the Slow by burning 1 die on its turn.",1,"On a hit, suppress its ordinary concealment until the start of your next turn.",2,Deal +1 Arcane Damage.,Full Manifestation - Fey,"You may burn 3 Action Dice and spend 3 Mana to enter Fey Full Manifestation (FM-2F). It replaces you; use its profile. Dice, Resources, Movement spent and recorded injuries do not refresh.",PROFILE: FM-2F
